Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),CODK Hide Product (product.metafields.seo.hidden),Age group (product.metafields.shopify.age-group),Book cover type (product.metafields.shopify.book-cover-type),Bookmark shape (product.metafields.shopify.bookmark-shape),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Material (product.metafields.shopify.material),Recommended age group (product.metafields.shopify.recommended-age-group),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
iconic-pose-bookmark,Iconic Pose Bookmark,"<p>Inspired by <strong data-start=""168"" data-end=""189"">SRK’s iconic pose</strong>, this bookmark captures charisma, confidence, and the timeless charm of Bollywood’s King of Romance. It’s for readers who believe in passion, dreams, and making every moment memorable. Our vision is to turn legendary cinematic moments into keepsakes—so every page you read carries a spark of magic, love, and unstoppable style.</p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,39.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsAppImage2026-02-03at2.07.43AM_ae0645be-f1ad-4383-81a2-a1b4cf849137.jpg?v=1770066829,1,Iconic Pose Bookmark by Author’s book & bookmarks – book cover,false,Iconic Pose Bookmark | Author's Book & Bookmarks,Iconic Pose Bookmark by Author’s book & bookmarks. Shop unique bookmarks at Author's Book & Bookmarks.,Office Supplies > General Office Supplies > Bookmarks,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
slumdog-millionaire-bookmark,Slumdog Millionaire Bookmark,"<p>Inspired by <strong data-start=""172"" data-end=""195"">Slumdog Millionaire</strong>, this bookmark celebrates resilience, love, and the magic of destiny. It’s for readers who believe that no matter where life begins, courage, hope, and heart can lead you to your dreams. Our vision is to turn stories of triumph and unwavering spirit into timeless keepsakes—so every page you read reminds you that fate has a way of rewarding those who never give up.</p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,,true,Title,Default Title,,,,,,,,,0.0,shopify,9,deny,manual,39.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsAppImage2026-02-03at2.03.35AM.jpg?v=1770064462,1,Slumdog Millionaire Bookmark by Author’s book & bookmarks – book cover,false,Slumdog Millionaire Bookmark | Author's Book & Bookmarks,Slumdog Millionaire Bookmark by Author’s book & bookmarks. Shop unique bookmarks at Author's Book & Bookmarks.,Office Supplies > General Office Supplies > Bookmarks,,,,,,,,,,,,,,,,rectangular,,,,paper; plastic,,,,,g,,,active
dev-d-bookmark,Dev.D Bookmark,"<p>“Inspired by <strong data-start=""177"" data-end=""186"">Dev.D</strong>, this bookmark reflects love, rebellion, and the raw intensity of modern emotions. It’s for readers who embrace imperfection, feel life’s highs and lows deeply, and know that sometimes chaos is part of the journey. Our vision is to turn bold, contemporary stories into keepsakes—so every page you read carries a spark of passion, grit, and unforgettable energy.”</p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,bookmark,true,Title,Default Title,,,,,,,,,0.0,shopify,5,deny,manual,39.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsAppImage2026-02-03at1.55.58AM.jpg?v=1770064095,1,Dev.D Bookmark by Author’s book & bookmarks – book cover,false,Dev.D Bookmark | Author's Book & Bookmarks,Dev.D Bookmark by Author’s book & bookmarks. Shop unique bookmarks at Author's Book & Bookmarks.,Office Supplies > General Office Supplies > Bookmarks,,,,,,,,,,,,,,,,rectangular,,,,paper; plastic,,,,,g,,,active
macheal-jackson-bookmark,Macheal Jackson Bookmark,"<p>Inspired by <strong data-start=""165"" data-end=""184"">Michael Jackson</strong>, this bookmark celebrates creativity, passion, and the power to inspire generations. It’s for readers who believe in dreaming big, moving with rhythm, and leaving an unforgettable mark on the world. Our vision is to turn iconic legends into keepsakes—so every page you read carries a spark of magic, music, and unstoppable energy.</p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,bookmark,true,Title,Default Title,,,,,,,,,0.0,shopify,7,deny,manual,39.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsAppImage2026-02-03at1.49.59AM.jpg?v=1770063639,1,Macheal Jackson Bookmark by Author’s book & bookmarks – book cover,false,Macheal Jackson Bookmark | Author's Book & Bookmarks,Macheal Jackson Bookmark by Author’s book & bookmarks. Shop unique bookmarks at Author's Book & Bookmarks.,Office Supplies > General Office Supplies > Bookmarks,,,,,,,,,,,,'1,,,,,,,,,,,,,g,,,active
moon-walk-bookmark,Moon Walk Bookmark,"<p>Inspired by <strong data-end=""195"" data-start=""165"">Michael Jackson’s Moonwalk</strong>, this bookmark celebrates artistry, rhythm, and the magic of moving beyond limits. It’s for readers who admire passion, style, and moments that leave a mark forever. Our vision is to turn iconic performances into timeless keepsakes—so every page you read carries a spark of brilliance, rhythm, and inspiration.</p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,bookmark,true,Title,Default Title,,,,,,,,,0.0,shopify,9,deny,manual,39.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsAppImage2026-02-03at1.45.10AM.jpg?v=1770063355,1,Moon Walk Bookmark by Author’s book & bookmarks – book cover,false,Moon Walk Bookmark | Author's Book & Bookmarks,Moon Walk Bookmark by Author’s book & bookmarks. Shop unique bookmarks at Author's Book & Bookmarks.,Office Supplies > General Office Supplies > Bookmarks,,,,,,,,,,,,,,,,rectangular,,,,paper; plastic,,,,,g,,,active
ok-kanmani-bookmark,Ok Kanmani Bookmark,"<p>Inspired by <strong data-start=""165"" data-end=""179"">OK Kanmani</strong>, this bookmark reflects love in its most honest and evolving form—where freedom, companionship, and commitment find their balance. It’s for readers who believe love doesn’t have to follow old rules, but still deserves depth and respect. Our vision is to turn contemporary stories of connection into meaningful bookmarks, so every page reminds you that love can be gentle, real, and beautifully intentional.</p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,bookmark,true,Title,Default Title,,,,,,,,,0.0,shopify,9,deny,manual,39.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsApp_Image_2026-02-03_at_1.39.10_AM.jpg?v=1770062989,1,Ok Kanmani Bookmark by Author’s book & bookmarks – book cover,false,Ok Kanmani Bookmark | Author's Book & Bookmarks,Ok Kanmani Bookmark by Author’s book & bookmarks. Shop unique bookmarks at Author's Book & Bookmarks.,Office Supplies > General Office Supplies > Bookmarks,,,,,,,,,,,,,,,,rectangular,,,,paper; plastic,,,,,g,,,active
spirited-away-bookmark,Spirited Away Bookmark,"<p>Inspired by <strong data-start=""156"" data-end=""173"">Spirited Away</strong>, this bookmark celebrates curiosity, courage, and the journey of finding yourself in an unfamiliar world. It’s for readers who believe in quiet bravery, magical moments, and growing stronger through kindness. Our vision is to turn timeless stories of imagination and self-discovery into bookmarks that carry a little magic—so every page feels like a step into a world where wonder still exists.</p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,bookmark,true,Title,Default Title,,,,,,,,,0.0,shopify,5,deny,manual,39.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsAppImage2026-02-03at1.22.31AM.jpg?v=1770062348,1,Spirited Away Bookmark by Author’s book & bookmarks – book cover,false,Spirited Away Bookmark | Author's Book & Bookmarks,Spirited Away Bookmark by Author’s book & bookmarks. Shop unique bookmarks at Author's Book & Bookmarks.,Office Supplies > General Office Supplies > Bookmarks,,,,,,,,,,,,,,,,rectangular,,,,,,,,,g,,,active
your-name-bookmark,Your Name Bookmark,"<p>Inspired by the anime <strong data-start=""168"" data-end=""181"">Your Name</strong>, this bookmark captures the beauty of connection beyond time, distance, and memory. It’s for readers who believe in fate, unfinished feelings, and the quiet pull of souls meant to meet. Our vision is to turn stories that feel like destiny into gentle keepsakes—so every page you read carries a sense of wonder, longing, and the magic of finding someone you were always searching for.</p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,,true,Title,Default Title,,,,,,,,,0.0,shopify,9,deny,manual,29.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsAppImage2026-01-29at8.01.35PM.jpg?v=1769697152,1,Your Name Bookmark by Author’s book & bookmarks – book cover,false,Your Name Bookmark | Author's Book & Bookmarks,Your Name Bookmark by Author’s book & bookmarks. Shop unique bookmarks at Author's Book & Bookmarks.,Office Supplies > General Office Supplies > Bookmarks,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
the-story-of-my-experiments-with-truth,The Story Of My Experiments With Truth,"<div class=""book-summary"">
<div class=""book-summary-desc"">
<div class=""summary-preview"">
<div>
<p>The Story Of My Experiments With Truth - Paperback offers an intimate glimpse into the life and philosophy of Mahatma Gandhi. This autobiography blends history, ethics, and a deeply personal journey of sacrifice, self‑discovery, and an unwavering commitment to truth. Accessible to readers of all ages, it speaks to anyone seeking inspiration, resilience, and a principled path through life, with a calm, hopeful, and empowering tone.</p>
</div>
<div class=""summary-full"">
<p>In The Story Of My Experiments With Truth, Gandhi invites readers into a private journey shaped by discipline, humility, and an enduring quest for truth. This edition brings the original two volumes together in a single, easy‑to‑read format, making the story of a life that helped shape a nation approachable for curious minds today. The narrative is written in a straightforward, first‑person voice that feels both candid and compassionate, weaving together personal triumphs and the darker moments with equal honesty. You’ll encounter key ideas—truth as a daily practice, nonviolence as a guiding strategy, and the power of service—delivered in a way that is enlightening without being didactic.</p>
<ul>
<li>Single‑volume edition that combines two classic volumes into an accessible, seamless read</li>
<li>Honest, first‑person storytelling that spans childhood, struggle, and steadfast conviction</li>
<li>Core concepts include truth, nonviolence (ahimsa), satyagraha, self‑discipline, and service</li>
<li>Clear, thoughtful writing that invites reflection, empathy, and practical insight</li>
<li>Timeless lessons on leadership, resilience, and ethical action that resonate across generations</li>
</ul>
<p>After finishing The Story Of My Experiments With Truth, readers gain a deeper understanding of Gandhi's enduring legacy and are invited to reflect on their own values. The book leaves you inspired to live with integrity, courage, and compassion, encouraging a daily pursuit of truth that can shape choices big and small.</p>
</div>
</div>
</div>
</div>",Author’s book & bookmarks,Media > Books > Print Books,History book,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,215.00,350.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/the-story-of-my-experiments-with-truth-bk0515703-44634472284377.webp?v=1769694730,1,The Story Of My Experiments With Truth by Author’s book & bookmarks – book cover,false,The Story Of My Experiments With | Author's Book & Bookmarks,The Story Of My Experiments With Truth by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,paperback,,,biography; history,english,,,,suitable-for-all-ages,,g,,,active
homebound,Homebound,"<p data-start=""245"" data-end=""500"">Some stories don’t end when the movie does — they stay with you.<br data-start=""309"" data-end=""312"">Inspired by the quiet intensity and emotional depth of the film <strong data-start=""376"" data-end=""391""><em data-start=""378"" data-end=""389"">Homebound</em></strong>, this bookmark is made for readers who connect deeply with stories of belonging, memory, and inner conflict.</p>
<p data-start=""502"" data-end=""702"">The <strong data-start=""506"" data-end=""528"">Homebound Bookmark</strong> reflects themes of home, distance, and emotional return — a silent companion that rests between pages while you pause, reflect, and come back to the story when you’re ready.</p>
<p data-start=""704"" data-end=""854"">Minimal in design yet heavy with meaning, it’s perfect for readers who love cinema that feels real, raw, and personal — just like the books they read.</p>
<p>Product Details</p>
<p>Paper : 300GSM Buff Carton Paper ( With Lamination )</p>
<p>Size : W : 2.5inch H : 5inch</p>
<p>Note: Size may vary slightly as this is a handmade product.</p>",Author’s book & bookmarks,Office Supplies > Book Accessories > Bookmarks,Bookmarks,,true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,39.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0967/8818/5393/files/WhatsApp_Image_2026-01-19_at_11.48.12_PM.jpg?v=1768848130,1,Homebound by Author’s book & bookmarks – book cover,false,Homebound | Author's Book & Bookmarks,Homebound by Author’s book & bookmarks. Order your copy.,Media > Books,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
